Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_48_830.jpg;3.011767;1;0;2.240051;102.013;88.01953;1.315618;47.94017;-0.002808962
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_48_896.jpg;6.019478;1;0;2.282995;102.1032;88.12373;1.311469;48.51129;0.006445358
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_48_963.jpg;9.04104;1;0;2.338856;102.1922;88.23183;1.292225;49.43128;0.04252653
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_030.jpg;6.070311;1;0;2.381479;102.3107;88.38059;1.237985;50.71671;0.07548527
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_096.jpg;3.075743;1;0;2.42532;102.4013;88.49496;1.205593;51.34486;0.07313257
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_163.jpg;0.06907225;1;0;2.483338;102.494;88.61171;1.207593;51.62875;0.05653179
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_230.jpg;0;1;0;2.525252;102.6212;88.77081;1.267851;51.67325;0.01427907
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_297.jpg;3.012475;1;0;2.567128;102.7175;88.89363;1.3356;51.87451;-0.001535956
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_365.jpg;6.026441;1;0;2.621983;102.8445;89.06188;1.356551;52.66006;-0.002177413
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_430.jpg;9.006386;1;0;2.664024;102.9371;89.1924;1.316237;53.69625;0.04047961
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_496.jpg;11.9867;1;0;2.703415;103.0264;89.32708;1.23523;55.15231;0.1249194
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_563.jpg;12.0091;1;0;2.753315;103.1118;89.46577;1.097091;56.93909;0.2415847
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_630.jpg;9.001472;1;0;2.79602;103.223;89.65611;0.8799464;58.99513;0.3997964
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_696.jpg;6.004157;1;0;2.838439;103.3056;89.80286;0.7296875;60.12202;0.5105996
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_762.jpg;3.006896;1;0;2.894014;103.3886;89.95274;0.6027105;60.882;0.5952059
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_830.jpg;0.005031824;1;0;2.935646;103.5017;90.15709;0.5031996;61.27746;0.648769
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_897.jpg;0;1;0;2.975608;103.5886;90.3138;0.4932936;61.31836;0.6553993
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_49_963.jpg;0;1;0;3.028286;103.6769;90.47328;0.5258693;61.31473;0.6311541
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_030.jpg;0;1;0;3.068336;103.7968;90.69002;0.6212708;61.29259;0.5517297
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_097.jpg;0;1;0;3.108657;103.8884;90.85558;0.7304178;61.27021;0.4662861
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_163.jpg;1.479775;1;0;3.161742;103.9813;91.0237;0.8636728;61.27817;0.3662919
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_230.jpg;4.483624;1;0;3.200844;104.1038;91.25262;1.039666;61.76824;0.2575975
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_296.jpg;7.485123;1;0;3.239999;104.1931;91.42809;1.139399;62.60592;0.2081246
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_363.jpg;10.4931;1;0;3.290987;104.2786;91.60677;1.177804;63.86874;0.1901365
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_430.jpg;13.49159;1;0;3.327212;104.3838;91.85051;1.110972;66.24455;0.2560543
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_496.jpg;15;1;0;3.362244;104.4545;92.03736;0.9639071;68.43869;0.3850165
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_563.jpg;15;1;0;3.40911;104.5184;92.22737;0.7418423;70.7448;0.5680877
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_631.jpg;15;1;0;3.443674;104.5924;92.4855;0.349585;73.83109;0.894647
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_697.jpg;15;1;0;3.476833;104.6393;92.6825;0.0007156624;76.10958;1.190856
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_764.jpg;12.00826;1;0;3.511663;104.684;92.88539;359.8651;78.02727;1.327641
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_831.jpg;0;1;0;3.53626;104.7418;93.16489;0.009389576;79.76145;1.187707
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_897.jpg;-2.996414;1;0;3.581532;104.7849;93.37823;0.1157566;80.0123;0.9236395
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_50_963.jpg;-5.970286;1;0;3.635693;104.8279;93.59475;0.2579973;79.58032;0.6635598
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_030.jpg;-8.970262;1;0;3.670291;104.8922;93.88666;0.5203022;78.18426;0.2108759
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_097.jpg;-11.94759;1;0;3.703182;104.9478;94.10642;0.739166;76.60416;359.7685
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_163.jpg;-14.94738;1;0;3.744074;105.0093;94.3246;0.8701993;74.64108;359.3296
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_230.jpg;-15;1;0;3.765865;105.1005;94.60938;0.7738802;71.53036;358.8297
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_297.jpg;-15;1;0;3.786419;105.1753;94.8181;0.4997481;69.27715;358.5625
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_363.jpg;-15;1;0;3.801436;105.2547;95.02272;0.05974541;67.31203;358.4688
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_431.jpg;-15;1;0;3.809959;105.3708;95.29575;359.6262;64.85467;358.6685
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_497.jpg;-15;1;0;3.840851;105.4718;95.50361;359.6504;62.85661;358.8504
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_563.jpg;-15;1;0;3.882282;105.5868;95.71234;359.9602;60.8004;358.9686
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_630.jpg;-15;1;0;3.944883;105.7575;95.98431;0.3208524;57.49083;358.9045
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_696.jpg;-15;1;0;3.96926;105.8924;96.18079;0.3547617;54.91547;358.8586
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_763.jpg;-15;1;0;3.998619;106.0337;96.37009;0.1967196;52.38098;358.7961
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_830.jpg;-15;1;0;4.017912;106.2333;96.61605;359.9191;49.26134;358.8058
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_896.jpg;-15;1;0;4.074259;106.3986;96.7976;0.005812998;46.9728;358.7538
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_51_963.jpg;-15;1;0;4.107566;106.5707;96.97303;0.02446667;44.73148;358.6914
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_030.jpg;-15;1;0;4.12028;106.8088;97.20024;0.02386204;41.91167;358.803
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_097.jpg;-15;1;0;4.158822;106.9977;97.3627;0.01160911;39.65557;358.8535
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_163.jpg;-15;1;0;4.200287;107.1954;97.51749;0.008947655;37.41066;358.8206
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_230.jpg;-15;1;0;4.225562;107.469;97.71493;0.009361308;34.42786;358.8328
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_297.jpg;-15;1;0;4.255113;107.6823;97.85445;-0.000477046;32.20592;358.8315
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_363.jpg;-15;1;0;4.290862;107.9026;97.98688;0.0180198;30.00388;358.826
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_430.jpg;-15;1;0;4.31953;108.2055;98.15155;0.01706443;27.0514;358.8314
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_497.jpg;-15;1;0;4.346334;108.4398;98.26536;0.01371545;24.86054;358.8168
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_563.jpg;-15;1;0;4.381762;108.6794;98.3715;0.009713916;22.65421;358.8272
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_629.jpg;-15;1;0;4.408461;109.0074;98.49939;0.01289027;19.70648;358.8326
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_696.jpg;-15;1;0;4.436395;109.2592;98.58457;0.009263017;17.52937;358.8138
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_763.jpg;-15;1;0;4.469918;109.5155;98.66142;0.01741245;15.33257;358.8225
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_829.jpg;-13.51977;1;0;4.497898;109.8637;98.74942;0.01638648;12.46044;358.8351
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_897.jpg;-10.52831;1;0;4.525731;110.1292;98.80553;0.01122819;10.60348;358.8456
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_52_963.jpg;1.489495;1;0;4.570026;110.3978;98.85832;0.001282902;9.664337;358.9263
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_030.jpg;4.459859;1;0;4.60649;110.761;98.92595;0.02742599;9.682426;359.0448
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_097.jpg;7.479222;1;0;4.639608;111.0365;98.97903;0.1043497;10.33318;359.1949
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_163.jpg;10.47132;1;0;4.682231;111.3139;99.03729;0.2329713;11.43241;359.4493
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_230.jpg;13.48105;1;0;4.711814;111.6848;99.12719;0.4699493;13.58552;0.0146453
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_296.jpg;15;1;0;4.738865;111.9619;99.20452;0.6366588;15.59222;0.5627253
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_363.jpg;15;1;0;4.772811;112.236;99.28793;0.6853089;17.75531;1.079472
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_430.jpg;15;1;0;4.790298;112.5948;99.40759;0.4739944;20.61141;1.601989
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_496.jpg;15;1;0;4.798312;112.8584;99.50377;0.109898;22.44786;1.811142
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_563.jpg;13.49115;1;0;4.804801;113.1199;99.60719;359.7616;24.08556;1.856348
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_630.jpg;10.50608;1;0;4.808455;113.4725;99.7571;359.7174;25.90969;1.593025
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_697.jpg;7.478839;1;0;4.814993;113.7397;99.87897;359.9602;27.11036;1.184714
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_763.jpg;4.467437;1;0;4.919277;114.0082;100.0146;0.3188414;28.6276;0.8747013
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_830.jpg;1.475251;1;0;4.952596;114.362;100.2062;0.6544123;29.7796;0.6042373
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_897.jpg;0;1;0;4.987528;114.6265;100.3546;0.8481914;30.13272;0.4505885
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_53_962.jpg;0;1;0;5.003092;114.8908;100.5061;1.05947;30.25883;0.3494138
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_54_029.jpg;0;1;0;5.008667;115.2408;100.707;1.247371;30.15821;0.1670402
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_54_096.jpg;0;1;0;5.006942;115.5036;100.8582;1.395097;30.1322;0.02481626
/home/daniel/robotics/RoboND-P01-Search-and-Sample/gathered_dataset/IMG/robocam_2017_10_11_11_39_54_163.jpg;0;1;0;5.000086;115.766;101.0111;1.541146;30.18269;359.9923
